date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:41:29	39735/39735	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:23%20GMT	https://www.inversebible.org/lessons	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/lessons.html	(from https://www.inversebible.org/)
12:41:30	68139/68139	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:24%20GMT	https://www.inversebible.org/inverse-bible-study-guide	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/inverse-bible-study-guide.html	(from https://www.inversebible.org/)
12:41:31	212627/212627	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:24%20GMT	https://www.inversebible.org/podcasts	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/podcasts.html	(from https://www.inversebible.org/)
12:41:31	35886/35886	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:25%20GMT	https://www.inversebible.org/resources	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/resources.html	(from https://www.inversebible.org/)
12:41:32	37681/37681	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:26%20GMT	https://www.inversebible.org/archives	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/archives.html	(from https://www.inversebible.org/)
12:41:33	36533/36533	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:27%20GMT	https://www.inversebible.org/about	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/about.html	(from https://www.inversebible.org/)
12:41:33	56/56	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2001%20Nov%202023%2019:41:28%20GMT	https://s7.addthis.com/js/300/addthis_widget.js	C:/My%20Web%20Sites/seventh-column/s7.addthis.com/js/300/addthis_widget.js	(from https://www.inversebible.org/)
12:41:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://api.reftagger.com/v2/RefTagger.js	C:/My%20Web%20Sites/seventh-column/api.reftagger.com/v2/RefTagger.14.delayed	(from https://www.inversebible.org/)
12:41:37	45773/45773	---M-Z	200	added ('OK')	application/javascript	etag:%2205eacd5471da1:0%22	https://api.reftagger.com/v2/RefTagger.js	C:/My%20Web%20Sites/seventh-column/api.reftagger.com/v2/RefTagger.js	(from https://www.inversebible.org/)
12:41:39	85578/85578	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-14e4a%22	https://code.jquery.com/jquery-2.2.4.min.js	C:/My%20Web%20Sites/seventh-column/code.jquery.com/jquery-2.2.4.min.js	(from https://www.inversebible.org/)
12:41:40	71780/71780	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264e5c67f-11864%22	https://cdn.adventist.org/alps/3/3.11.0/js/script.min.js	C:/My%20Web%20Sites/seventh-column/cdn.adventist.org/alps/3/3.11.0/js/script.min.js	(from https://www.inversebible.org/)
12:41:41	41953/41953	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264b77827-a3e1%22	https://www.inversebible.org/assets/js/slick/slick.min.js	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/assets/js/slick/slick.min.js	(from https://www.inversebible.org/)
12:41:41	6177/6177	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264b77827-1821%22	https://www.inversebible.org/assets/js/local.js	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/assets/js/local.js	(from https://www.inversebible.org/)
12:41:41	0/0	---MCZ	302	error ('Found')	text/html	date:Wed,%2001%20Nov%202023%2019:41:36%20GMT	https://www.inversebible.org/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://www.inversebible.org/)
12:41:42	7335/7335	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2001%20Nov%202023%2019:41:36%20GMT	https://www.inversebible.org/cdn-cgi/challenge-platform/h/b/scripts/jsd/61b90d1d/main.js	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/cdn-cgi/challenge-platform/h/b/scripts/jsd/61b90d1d/main.js	(from https://www.inversebible.org/)
12:41:43	650/650	---M--	200	added ('OK')	image/png	etag:%2264e5c67e-28a%22	https://cdn.adventist.org/alps/3/3.11.0/images/background-pattern.png	C:/My%20Web%20Sites/seventh-column/cdn.adventist.org/alps/3/3.11.0/images/background-pattern.png	(from https://cdn.adventist.org/alps/3/3.11.0/css/main.css)
12:41:44	1922/1922	---M--	200	added ('OK')	image/png	etag:%2264e5c67e-bc0%22	https://cdn.adventist.org/alps/3/3.11.0/images/background-grid.png	C:/My%20Web%20Sites/seventh-column/cdn.adventist.org/alps/3/3.11.0/images/background-grid.png	(from https://cdn.adventist.org/alps/3/3.11.0/css/main.css)
12:41:44	39858/39858	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Nov%202023%2019:41:39%20GMT	https://www.inversebible.org/assets/inverse/images/headers/head-bible.jpg	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/assets/inverse/images/headers/head-bible.jpg	(from https://www.inversebible.org/site-map-inverse)
12:41:45	174632/174632	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:39%20GMT	https://www.inversebible.org/neh	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh.html	(from https://www.inversebible.org/site-map-inverse)
12:41:46	39156/39156	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:40%20GMT	https://www.inversebible.org/nehintro	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/nehintro.html	(from https://www.inversebible.org/site-map-inverse)
12:41:48	183125/183125	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:42%20GMT	https://www.inversebible.org/neh01	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh01.html	(from https://www.inversebible.org/site-map-inverse)
12:41:50	63138/63138	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:44%20GMT	https://www.inversebible.org/neh01-1	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh01-1.html	(from https://www.inversebible.org/site-map-inverse)
12:41:51	61232/61232	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:45%20GMT	https://www.inversebible.org/neh01-2	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh01-2.html	(from https://www.inversebible.org/site-map-inverse)
12:41:52	63750/63750	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:46%20GMT	https://www.inversebible.org/neh01-3	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh01-3.html	(from https://www.inversebible.org/site-map-inverse)
12:41:53	65610/65610	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:47%20GMT	https://www.inversebible.org/neh01-4	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh01-4.html	(from https://www.inversebible.org/site-map-inverse)
12:41:55	62057/62057	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:49%20GMT	https://www.inversebible.org/neh01-5	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh01-5.html	(from https://www.inversebible.org/site-map-inverse)
12:41:55	67466/67466	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:50%20GMT	https://www.inversebible.org/neh01-6	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh01-6.html	(from https://www.inversebible.org/site-map-inverse)
12:41:57	64198/64198	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:51%20GMT	https://www.inversebible.org/neh01-7	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh01-7.html	(from https://www.inversebible.org/site-map-inverse)
12:41:58	62845/62845	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:52%20GMT	https://www.inversebible.org/neh01-8	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh01-8.html	(from https://www.inversebible.org/site-map-inverse)
12:41:59	181027/181027	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:53%20GMT	https://www.inversebible.org/neh02	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh02.html	(from https://www.inversebible.org/site-map-inverse)
12:42:00	62792/62792	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:54%20GMT	https://www.inversebible.org/neh02-1	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh02-1.html	(from https://www.inversebible.org/site-map-inverse)
12:42:01	61221/61221	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:55%20GMT	https://www.inversebible.org/neh02-2	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh02-2.html	(from https://www.inversebible.org/site-map-inverse)
12:42:02	63345/63345	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:56%20GMT	https://www.inversebible.org/neh02-3	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh02-3.html	(from https://www.inversebible.org/site-map-inverse)
12:42:02	64800/64800	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:57%20GMT	https://www.inversebible.org/neh02-4	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh02-4.html	(from https://www.inversebible.org/site-map-inverse)
12:42:04	62053/62053	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:58%20GMT	https://www.inversebible.org/neh02-5	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh02-5.html	(from https://www.inversebible.org/site-map-inverse)
12:42:05	67315/67315	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:41:59%20GMT	https://www.inversebible.org/neh02-6	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh02-6.html	(from https://www.inversebible.org/site-map-inverse)
12:42:06	64075/64075	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:00%20GMT	https://www.inversebible.org/neh02-7	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh02-7.html	(from https://www.inversebible.org/site-map-inverse)
12:42:07	62767/62767	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:01%20GMT	https://www.inversebible.org/neh02-8	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh02-8.html	(from https://www.inversebible.org/site-map-inverse)
12:42:08	180765/180765	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:02%20GMT	https://www.inversebible.org/neh03	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh03.html	(from https://www.inversebible.org/site-map-inverse)
12:42:09	62728/62728	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:03%20GMT	https://www.inversebible.org/neh03-1	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh03-1.html	(from https://www.inversebible.org/site-map-inverse)
12:42:10	61207/61207	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:04%20GMT	https://www.inversebible.org/neh03-2	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh03-2.html	(from https://www.inversebible.org/site-map-inverse)
12:42:11	62519/62519	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:05%20GMT	https://www.inversebible.org/neh03-3	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh03-3.html	(from https://www.inversebible.org/site-map-inverse)
12:42:12	64989/64989	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:07%20GMT	https://www.inversebible.org/neh03-4	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh03-4.html	(from https://www.inversebible.org/site-map-inverse)
12:42:14	62026/62026	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:08%20GMT	https://www.inversebible.org/neh03-5	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh03-5.html	(from https://www.inversebible.org/site-map-inverse)
12:42:14	66498/66498	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:09%20GMT	https://www.inversebible.org/neh03-6	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh03-6.html	(from https://www.inversebible.org/site-map-inverse)
12:42:16	64092/64092	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:10%20GMT	https://www.inversebible.org/neh03-7	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh03-7.html	(from https://www.inversebible.org/site-map-inverse)
12:42:17	62650/62650	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:12%20GMT	https://www.inversebible.org/neh03-8	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh03-8.html	(from https://www.inversebible.org/site-map-inverse)
12:42:19	180161/180161	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:13%20GMT	https://www.inversebible.org/neh04	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh04.html	(from https://www.inversebible.org/site-map-inverse)
12:42:19	63111/63111	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:13%20GMT	https://www.inversebible.org/neh04-1	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh04-1.html	(from https://www.inversebible.org/site-map-inverse)
12:42:20	61270/61270	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:15%20GMT	https://www.inversebible.org/neh04-2	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh04-2.html	(from https://www.inversebible.org/site-map-inverse)
12:42:22	62776/62776	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:16%20GMT	https://www.inversebible.org/neh04-3	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh04-3.html	(from https://www.inversebible.org/site-map-inverse)
12:42:22	63779/63779	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:17%20GMT	https://www.inversebible.org/neh04-4	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh04-4.html	(from https://www.inversebible.org/site-map-inverse)
12:42:24	62038/62038	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:18%20GMT	https://www.inversebible.org/neh04-5	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh04-5.html	(from https://www.inversebible.org/site-map-inverse)
12:42:25	66687/66687	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:19%20GMT	https://www.inversebible.org/neh04-6	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh04-6.html	(from https://www.inversebible.org/site-map-inverse)
12:42:27	64290/64290	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:21%20GMT	https://www.inversebible.org/neh04-7	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh04-7.html	(from https://www.inversebible.org/site-map-inverse)
12:42:28	62733/62733	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:22%20GMT	https://www.inversebible.org/neh04-8	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh04-8.html	(from https://www.inversebible.org/site-map-inverse)
12:42:30	185319/185319	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:23%20GMT	https://www.inversebible.org/neh05	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh05.html	(from https://www.inversebible.org/site-map-inverse)
12:42:31	63099/63099	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:24%20GMT	https://www.inversebible.org/neh05-1	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh05-1.html	(from https://www.inversebible.org/site-map-inverse)
12:42:31	61219/61219	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:26%20GMT	https://www.inversebible.org/neh05-2	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh05-2.html	(from https://www.inversebible.org/site-map-inverse)
12:42:32	63430/63430	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:27%20GMT	https://www.inversebible.org/neh05-3	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh05-3.html	(from https://www.inversebible.org/site-map-inverse)
12:42:33	64878/64878	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:27%20GMT	https://www.inversebible.org/neh05-4	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh05-4.html	(from https://www.inversebible.org/site-map-inverse)
12:42:35	62031/62031	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:29%20GMT	https://www.inversebible.org/neh05-5	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh05-5.html	(from https://www.inversebible.org/site-map-inverse)
12:42:36	67736/67736	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:30%20GMT	https://www.inversebible.org/neh05-6	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh05-6.html	(from https://www.inversebible.org/site-map-inverse)
12:42:37	64511/64511	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:31%20GMT	https://www.inversebible.org/neh05-7	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh05-7.html	(from https://www.inversebible.org/site-map-inverse)
12:42:38	62784/62784	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:32%20GMT	https://www.inversebible.org/neh05-8	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh05-8.html	(from https://www.inversebible.org/site-map-inverse)
12:42:39	182298/182298	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:33%20GMT	https://www.inversebible.org/neh06	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh06.html	(from https://www.inversebible.org/site-map-inverse)
12:42:40	62855/62855	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:34%20GMT	https://www.inversebible.org/neh06-1	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh06-1.html	(from https://www.inversebible.org/site-map-inverse)
12:42:41	61205/61205	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:35%20GMT	https://www.inversebible.org/neh06-2	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh06-2.html	(from https://www.inversebible.org/site-map-inverse)
12:42:42	63572/63572	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:36%20GMT	https://www.inversebible.org/neh06-3	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh06-3.html	(from https://www.inversebible.org/site-map-inverse)
12:42:44	64758/64758	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:38%20GMT	https://www.inversebible.org/neh06-4	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh06-4.html	(from https://www.inversebible.org/site-map-inverse)
12:42:45	62016/62016	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:39%20GMT	https://www.inversebible.org/neh06-5	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh06-5.html	(from https://www.inversebible.org/site-map-inverse)
12:42:46	67064/67064	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:41%20GMT	https://www.inversebible.org/neh06-6	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh06-6.html	(from https://www.inversebible.org/site-map-inverse)
12:42:48	63823/63823	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:42%20GMT	https://www.inversebible.org/neh06-7	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh06-7.html	(from https://www.inversebible.org/site-map-inverse)
12:42:50	62698/62698	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:44%20GMT	https://www.inversebible.org/neh06-8	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh06-8.html	(from https://www.inversebible.org/site-map-inverse)
12:42:53	184342/184342	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:45%20GMT	https://www.inversebible.org/neh07	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh07.html	(from https://www.inversebible.org/site-map-inverse)
12:42:53	62978/62978	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:47%20GMT	https://www.inversebible.org/neh07-1	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh07-1.html	(from https://www.inversebible.org/site-map-inverse)
12:42:54	61222/61222	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:48%20GMT	https://www.inversebible.org/neh07-2	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh07-2.html	(from https://www.inversebible.org/site-map-inverse)
12:42:56	63781/63781	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:50%20GMT	https://www.inversebible.org/neh07-3	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh07-3.html	(from https://www.inversebible.org/site-map-inverse)
12:42:57	64458/64458	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:51%20GMT	https://www.inversebible.org/neh07-4	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh07-4.html	(from https://www.inversebible.org/site-map-inverse)
12:42:59	62045/62045	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:53%20GMT	https://www.inversebible.org/neh07-5	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh07-5.html	(from https://www.inversebible.org/site-map-inverse)
12:43:00	67444/67444	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:54%20GMT	https://www.inversebible.org/neh07-6	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh07-6.html	(from https://www.inversebible.org/site-map-inverse)
12:43:01	64288/64288	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:55%20GMT	https://www.inversebible.org/neh07-7	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh07-7.html	(from https://www.inversebible.org/site-map-inverse)
12:43:02	62561/62561	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:56%20GMT	https://www.inversebible.org/neh07-8	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh07-8.html	(from https://www.inversebible.org/site-map-inverse)
12:43:05	182636/182636	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:58%20GMT	https://www.inversebible.org/neh08	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh08.html	(from https://www.inversebible.org/site-map-inverse)
12:43:05	62704/62704	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2019:42:59%20GMT	https://www.inversebible.org/neh08-1	C:/My%20Web%20Sites/seventh-column/www.inversebible.org/neh08-1.html	(from https://www.inversebible.org/site-map-inverse)
